officialSet,officialCardNumber,name,type,status,risk,ruleId,reason,officialUrl,officialImageUrl,imageStatus,imageAudit,text
"BP03","BP03-076/081","追加マガジン","tactics","近似対応","medium","return_to_tactics","戻り先処理を簡略化 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-076","https://assets.xross-stars.com/card/BP03/BP03-076_4f3afb09e9f6fc3695af0d31586a1c8a.png","ready","ready","このカードがプレイエリアからトラッシュに置かれるとき、代わりにタクティクスエリアに戻す。 / 【プレイ時】手札を1枚捨てる。 / 【アタック強化】次のアタックのダメージ+30。"
"BP03","BP03-078/081","ファイヤークラッカー","tactics","近似対応","medium","signal_6","実装済みサブ処理の組み合わせだが全文一致では未検証 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-078","https://assets.xross-stars.com/card/BP03/BP03-078_02a39907d1aa6d93240ac4642a2d02ce.png","ready","ready","【プレイ時】対戦相手のリーダーすべてに10ダメージ。カードを1枚引く。"
"BP03","BP03-079/081","ターゲットフラッグ","tactics","近似対応","medium","taunt_unintegrated","挑発系を完全対戦AIに未統合 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-079","https://assets.xross-stars.com/card/BP03/BP03-079_041758f1a1ffd8f792e8e39109c3df80.png","ready","ready","対戦相手がこのリーダーにアタックできるなら、対戦相手はこのリーダーにしかアタックできない。"
"BP03","BP03-080/081","サイバネアーマー","tactics","近似対応","medium","hp_base_change","装備時HP基準変更が部分対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-080","https://assets.xross-stars.com/card/BP03/BP03-080_b4b74a0bbf311ec69a79f016bdef757e.png","ready","ready","これを装備しているリーダーが覚醒していないなら、基本の体力は140になる。これを装備しているリーダーが覚醒しているなら、基本の体力は170になる。"
"BP03","BP03-109/081","強奪の宴","attack","近似対応","medium","signal_9","実装済みサブ処理の組み合わせだが全文一致では未検証 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-109","https://assets.xross-stars.com/card/BP03/BP03-109_e3e2da4726d303fb8768097d8bbac446.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引き、対戦相手は手札を1枚捨てる。"
"BP03","BP03-110/081","メカニカルエキスパート","memoria","近似対応","medium","reequip_optional","装備付け替えを簡略化 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-110","https://assets.xross-stars.com/card/BP03/BP03-110_e40ecd073479157eeabd3d0848e87bbe.png","ready","ready","【プレイ時】自分のリーダーが装備しているカード1枚を、別の自分のリーダーに装備し直してもよい。（ダウンしているリーダーが装備しているカードを、装備し直してもよい。装備し直したとき、装備し直したカードは新たなカードとして扱う。） / 【アタック強化】次のアタックのダメージ+30。"
"BP03","BP03-111/081","参拝・乾杯・超喝采","memoria","近似対応","medium","signal_7","実装済みサブ処理の組み合わせだが全文一致では未検証 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-111","https://assets.xross-stars.com/card/BP03/BP03-111_cbfdb4ce4de6347f521b09632c3fd710.png","ready","ready","【アタック強化】次のアタックのダメージ+80。 / 【アタック後】アタッカーが青なら、対戦相手の他のリーダー1体に50ダメージ。アタッカーが黄なら、カードを2枚引く。"
"BP03","BP03-112/081","We are...!","memoria","近似対応","medium","signal_2+signal_7","実装済みサブ処理の組み合わせだが全文一致では未検証 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-112","https://assets.xross-stars.com/card/BP03/BP03-112_847005f9f45f6404f1a962c75b479b12.png","ready","ready","【プレイ時】プレイエリアにアタックカードが2枚以上あるなら、自分のリーダー1体を30回復し、カードを2枚引く。 / 【アタック強化】プレイエリアにメモリアカードが3枚以上あるなら、次のアタックのダメージ+70。（メモリアカードの数は【アタック強化】を実行するときに数える。）"
"BP03","BP03-113/081","ジェイルブレイク","memoria","近似対応","medium","distribution_cap+damage_cap_100","ダメージ割り振りを簡略化 / 上限付き割り振りを近似 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/6-113","https://assets.xross-stars.com/card/BP03/BP03-113_cda322382877a5b44c570cc1fa31df38.png","ready","ready","【プレイ時】このターン、メモリアカードとアタックカードの効果で引いたカード1枚につき20ダメージを、対戦相手のリーダーに好きなように割り振って与える。このカードは、100ダメージまでしか割り振れない。"
"BP01","BP01-001/100","うるか","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-001","https://assets.xross-stars.com/card/BP01/BP01-001_478c47854b62f9827b028691735e7869.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-002/100","小森めと","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-002","https://assets.xross-stars.com/card/BP01/BP01-002_25432bbc9e8d55f48397463378bff0bb.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-003/100","橘ひなの","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-003","https://assets.xross-stars.com/card/BP01/BP01-003_fb0d38a06b6d6734cd8329e3962ad1f2.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-004/100","ふらんしすこ","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-004","https://assets.xross-stars.com/card/BP01/BP01-004_1ed3835ae3904ffb8205d2fe2d98b300.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-005/100","Kamito","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-005","https://assets.xross-stars.com/card/BP01/BP01-005_a43dc492f4e4f275e5a33292a294cd6c.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-006/100","渋谷ハル","leader","完全対応","low","leader_exact","覚醒時全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-006","https://assets.xross-stars.com/card/BP01/BP01-006_db5ba7bc4b4d662e4c8e4b916292935c.png","ready","ready","【覚醒時】対戦相手のリーダーすべてに10ダメージ。"
"BP01","BP01-007/100","白雪レイド","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-007","https://assets.xross-stars.com/card/BP01/BP01-007_0c56131941673a88cf0abdc03d107299.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-008/100","英リサ","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-008","https://assets.xross-stars.com/card/BP01/BP01-008_67a33c4114bf43e3050c940efda31ae0.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-009/100","胡桃のあ","leader","完全対応","low","leader_exact","覚醒時20回復を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-009","https://assets.xross-stars.com/card/BP01/BP01-009_4f305bd36b1d59d893f64179ec61a668.png","ready","ready","【覚醒時】自分のリーダー1体を20回復する。"
"BP01","BP01-010/100","ごっちゃん@マイキー","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-010","https://assets.xross-stars.com/card/BP01/BP01-010_79a739681d3dda7a40bfb88aa61fe1bb.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-011/100","兎咲ミミ","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-011","https://assets.xross-stars.com/card/BP01/BP01-011_a32eb7f728452860c892b51f119166f9.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-012/100","VanilLa","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-012","https://assets.xross-stars.com/card/BP01/BP01-012_026d18df1d1e739fbdb4158bb7bbf0be.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-013/100","空澄セナ","leader","完全対応","low","leader_exact","覚醒時2ドロー2ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-013","https://assets.xross-stars.com/card/BP01/BP01-013_578285f772cb11bf6d4b623b9146f5cb.png","ready","ready","【覚醒時】カードを2枚引き、手札を2枚捨てる。"
"BP01","BP01-014/100","ありさか","leader","完全対応","low","leader_exact","覚醒時1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-014","https://assets.xross-stars.com/card/BP01/BP01-014_5ad19ee8bd33a0c7caf1ef018db62cee.png","ready","ready","【覚醒時】カードを1枚引く。"
"BP01","BP01-015/100","だるまいずごっど","leader","完全対応","low","leader_exact","覚醒時単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-015","https://assets.xross-stars.com/card/BP01/BP01-015_61feb30d85218e8bf776ea8840acdc61.png","ready","ready","【覚醒時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-016/100","nqrse","leader","完全対応","low","leader_exact","覚醒時単体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-016","https://assets.xross-stars.com/card/BP01/BP01-016_9171c85d37be3ff4beffa4dc27fa9e78.png","ready","ready","【覚醒時】対戦相手のリーダー1体に10ダメージ。"
"BP01","BP01-018/100","エレガントドミネート","attack","完全対応","low","attack_other_leader_20","アタック後の他リーダー単体20ダメージ選択を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-018","https://assets.xross-stars.com/card/BP01/BP01-018_9269d352ad5fdadd513ae9a915eb33a7.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-019/100","インパクトショット","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-019","https://assets.xross-stars.com/card/BP01/BP01-019_48cc876e2e1543c43cf2f9bfa8b98a4c.png","ready","ready","【アタックする】ダメージ+40。"
"BP01","BP01-020/100","大黒柱","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-020","https://assets.xross-stars.com/card/BP01/BP01-020_92f908ae25765e9bc84aa96e3997bcc3.png","ready","ready","【アタックする】手札を1枚捨ててもよい。そうしたならダメージ+20。"
"BP01","BP01-021/100","ギャングの襲撃","attack","完全対応","low","attack_target_down_draw_1","対象ダウン条件つき1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-021","https://assets.xross-stars.com/card/BP01/BP01-021_a2d0fec39f8caee587e32d23de3998cd.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引く。"
"BP01","BP01-022/100","壁ジャンプ","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-022","https://assets.xross-stars.com/card/BP01/BP01-022_2a544327ca533eace25695c59d3e00e0.png","ready","ready","プレイエリアに別の「壁ジャンプ」が1枚あるなら、コストを支払わずにこのカードをプレイしてもよい。（2枚以上あるときはコストを支払う。） / 【アタックする】"
"BP01","BP01-023/100","だまし討ち","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-023","https://assets.xross-stars.com/card/BP01/BP01-023_1008964a3b56e63c5f76cc26dbe5e0ef.png","ready","ready","【アタックする】ダメージ+10。"
"BP01","BP01-024/100","ハイグラバースト","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / プレイエリアにメモリアカードが2枚以上あるなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-024","https://assets.xross-stars.com/card/BP01/BP01-024_c093e581d567d1b51061ad08b43d4a60.png","ready","ready","【アタックする】 / 【アタック後】プレイエリアにメモリアカードが2枚以上あるなら、対戦相手の他のリーダーすべてに10ダメージ。"
"BP01","BP01-025/100","キリングスプリー","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-025","https://assets.xross-stars.com/card/BP01/BP01-025_50902ec7895f41920ad0f0756be8be64.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-026/100","CLUTCH!!!","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-026","https://assets.xross-stars.com/card/BP01/BP01-026_db5aa5fd1110be44a22dbd9d6a92bbb4.png","ready","ready","【アタックする】自分の手札のコスト0のカード1枚を公開し、捨ててもよい。そうしたならカードを1枚引き、ダメージ+40。"
"BP01","BP01-027/100","フラッシュバン","attack","完全対応","low","attack_other_leader_20","アタック後の他リーダー単体20ダメージ選択を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-027","https://assets.xross-stars.com/card/BP01/BP01-027_c67e16aeeb45a911c68817a1c67d54ce.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-028/100","リスキーエントリー","attack","完全対応","low","attack_draw_1_discard_1","アタック後1ドロー1ディスカードを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-028","https://assets.xross-stars.com/card/BP01/BP01-028_5cfa1d891fbbbda44fdd4afdda393678.png","ready","ready","【アタックする】 / 【アタック後】カードを1枚引き、手札を1枚捨てる。"
"BP01","BP01-030/100","神速フリック","attack","完全対応","low","attack_reveal_top_bonus","相手デッキ公開による条件ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-030","https://assets.xross-stars.com/card/BP01/BP01-030_5e18042d07647dd4f9460290fb49574d.png","ready","ready","【アタックする】対戦相手のデッキの上から1枚を公開し、トラッシュに置く。そのカードがアタックカードなら、ダメージ+20。"
"BP01","BP01-031/100","勝利の一撃","attack","完全対応","low","attack_target_down_draw_1","対象ダウン条件つき1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-031","https://assets.xross-stars.com/card/BP01/BP01-031_3658bbcc51eb985f290024c99765472a.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引く。"
"BP01","BP01-032/100","ドリル開錠","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-032","https://assets.xross-stars.com/card/BP01/BP01-032_f334428ccd783d92d1b2c075e88c8515.png","ready","ready","【アタックする】 / 【アタック後】すべてのプレイヤーは手札を1枚捨てる。"
"BP01","BP01-033/100","ブリッツブラスト","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / このアタックを受けたリーダーがダウンしているなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-033","https://assets.xross-stars.com/card/BP01/BP01-033_3ea8795dbc02a422a751ae056ffe9201.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、対戦相手は手札を1枚捨てる。"
"BP01","BP01-034/100","巧みな裏取り","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-034","https://assets.xross-stars.com/card/BP01/BP01-034_6a9c866d4f517443f8540e42e7c6cd8d.png","ready","ready","【アタックする】ダメージ+10。"
"BP01","BP01-035/100","ロケットランチャー","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-035","https://assets.xross-stars.com/card/BP01/BP01-035_5b7887058ee17ddfeb19fc31dbd571af.png","ready","ready","【アタックする】ダメージ+40。 / 【アタック後】対戦相手の他のリーダー1体に30ダメージ。"
"BP01","BP01-036/100","カウンタースナイプ","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-036","https://assets.xross-stars.com/card/BP01/BP01-036_afdd1c124754a5349c2d85ae8a177c88.png","ready","ready","【アタックする】 / 【アタック後】自分の手札が2枚以下なら、対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-037/100","ヴェノムスモーク","attack","完全対応","low","attack_all_other_10","アタック後の他リーダー全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-037","https://assets.xross-stars.com/card/BP01/BP01-037_4247c8dda46c02dad5e852f157e3939c.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダーすべてに10ダメージ。"
"BP01","BP01-038/100","クラッチクイーン","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-038","https://assets.xross-stars.com/card/BP01/BP01-038_be5188dd75733536835066f28f1505c8.png","ready","ready","【アタックする】ダメージ+10。"
"BP01","BP01-040/100","Lastman Standing","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-040","https://assets.xross-stars.com/card/BP01/BP01-040_69e865a81427c06a77da7c367089a0ff.png","ready","ready","【アタックする】手札を1枚捨ててもよい。そうしたならダメージ+20。"
"BP01","BP01-041/100","固定砲台みみたや","attack","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-041","https://assets.xross-stars.com/card/BP01/BP01-041_a85d77dc5abf51ecca2b07c2f444fc48.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-042/100","ウォールブレイカー","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / プレイエリアにメモリアカードが2枚以上あるなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-042","https://assets.xross-stars.com/card/BP01/BP01-042_dce56a7aeaad0a27c9be215861aaf184.png","ready","ready","【アタックする】 / 【アタック後】プレイエリアにメモリアカードが2枚以上あるなら、対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-043/100","ブービートラップ","attack","完全対応","low","attack_target_down_draw_1","対象ダウン条件つき1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-043","https://assets.xross-stars.com/card/BP01/BP01-043_90db557ee49f038be742a1c7e747a253.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引く。"
"BP01","BP01-045/100","クレイジーバースト","attack","完全対応","low","attack_all_other_10","アタック後の他リーダー全体10ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-045","https://assets.xross-stars.com/card/BP01/BP01-045_da93acd9b8e2ca41311784b36695aa47.png","ready","ready","【アタックする】 / 【アタック後】対戦相手の他のリーダーすべてに10ダメージ。"
"BP01","BP01-046/100","クリティカルショット","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-046","https://assets.xross-stars.com/card/BP01/BP01-046_ca76e01fa6c65c39a89acdfd48e82388.png","ready","ready","【アタックする】ダメージ+70。"
"BP01","BP01-047/100","いたずらドローン","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / プレイエリアにメモリアカードが2枚以上あるなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-047","https://assets.xross-stars.com/card/BP01/BP01-047_3d4fbda742170e90070092754256fa32.png","ready","ready","【アタックする】 / 【アタック後】プレイエリアにメモリアカードが2枚以上あるなら、対戦相手の他のリーダー1体に20ダメージ。"
"BP01","BP01-048/100","スリフティプレイ","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-048","https://assets.xross-stars.com/card/BP01/BP01-048_c779456c8f48bed6cbb80bb571f9cb82.png","ready","ready","【アタックする】ダメージ-20。"
"BP01","BP01-049/100","冷静沈着","attack","完全対応","low","attack_flat_damage","アタック時の固定ダメージ補正を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-049","https://assets.xross-stars.com/card/BP01/BP01-049_b6e8ab68fbe5d4869b862c8789ff89cf.png","ready","ready","【アタックする】ダメージ+10。"
"BP01","BP01-050/100","ブラインドショット","attack","完全対応","low","attack_marker+attack_post_conditional","アタック宣言マーカーを実装済み / プレイエリアにメモリアカードが2枚以上あるなら、 に対応したアタック後処理を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-050","https://assets.xross-stars.com/card/BP01/BP01-050_14af73d9547275f06a9a281944330821.png","ready","ready","【アタックする】 / 【アタック後】プレイエリアにメモリアカードが2枚以上あるなら、対戦相手の他のリーダーすべてに10ダメージ。"
"BP01","BP01-051/100","コンビネーションアタック","attack","完全対応","low","attack_target_down_draw_1","対象ダウン条件つき1ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-051","https://assets.xross-stars.com/card/BP01/BP01-051_c7e55afed9c1c20e7d767b5ca93fadf3.png","ready","ready","【アタックする】 / 【アタック後】このアタックを受けたリーダーがダウンしているなら、カードを1枚引く。"
"BP01","BP01-054/100","胴だよ胴！","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-054","https://assets.xross-stars.com/card/BP01/BP01-054_6b6b6747f52d1ca0b65de0189893e4ae.png","ready","ready","【アタック強化】次のアタックのダメージ+50。"
"BP01","BP01-055/100","偉大な栄冠","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-055","https://assets.xross-stars.com/card/BP01/BP01-055_2ee3062d77cf2b534c08b6adb54c1e4f.png","ready","ready","【アタック強化】次のアタックのダメージ+80。"
"BP01","BP01-058/100","危機一髪","memoria","完全対応","low","play_draw_2","プレイ時2ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-058","https://assets.xross-stars.com/card/BP01/BP01-058_4a37c2d9fb496a5e46dfbe0326b8f409.png","ready","ready","【プレイ時】カードを2枚引く。"
"BP01","BP01-059/100","笑ってはいけない","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-059","https://assets.xross-stars.com/card/BP01/BP01-059_baaa87968fdc6fbdb8a26c9d0654cc08.png","ready","ready","【アタック強化】次のアタックのダメージ+60。"
"BP01","BP01-060/100","副音声","memoria","完全対応","low","play_draw_1+attack_buff_flat","プレイ時1ドローを実装済み / 次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-060","https://assets.xross-stars.com/card/BP01/BP01-060_667e3721f67a7383676d236f78066a2a.png","ready","ready","【プレイ時】カードを1枚引く。 / 【アタック強化】次のアタックのダメージ+30。"
"BP01","BP01-061/100","逃走成功","memoria","完全対応","low","play_draw_both+attack_buff_flat","両プレイヤー1ドローを実装済み / 次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-061","https://assets.xross-stars.com/card/BP01/BP01-061_24f495f862ba16b4bcc6d80e4532f57f.png","ready","ready","【プレイ時】すべてのプレイヤーはカードを1枚引く。 / 【アタック強化】次のアタックのダメージ+50。"
"BP01","BP01-062/100","Never Fall","memoria","完全対応","low","play_draw_3","プレイ時3ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-062","https://assets.xross-stars.com/card/BP01/BP01-062_1023c8c3543cabda9d2200877d4464a4.png","ready","ready","【プレイ時】カードを3枚引く。"
"BP01","BP01-063/100","苦難の昇格","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-063","https://assets.xross-stars.com/card/BP01/BP01-063_14c7cc8e697a7341e1baa5556541d002.png","ready","ready","【プレイ時】カードを2枚引き、手札を2枚捨てる。 / 【アタック強化】次のアタックのダメージ+30。"
"BP01","BP01-064/100","ゾーン状態","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-064","https://assets.xross-stars.com/card/BP01/BP01-064_60e5794a0d7831fe188a44cee2f454db.png","ready","ready","【アタック強化】次のアタックのダメージ+80。"
"BP01","BP01-065/100","汚部屋の住人","memoria","完全対応","low","attack_buff_flat","次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-065","https://assets.xross-stars.com/card/BP01/BP01-065_ec45c070985de245d4c7f3414774d516.png","ready","ready","【アタック強化】次のアタックのダメージ+60。"
"BP01","BP01-066/100","博聞強記","memoria","完全対応","low","play_draw_1+attack_buff_flat","プレイ時1ドローを実装済み / 次アタック強化の汎用加算ロジックで対応 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-066","https://assets.xross-stars.com/card/BP01/BP01-066_7198ba2a6593ccae79facd9915841969.png","ready","ready","【プレイ時】カードを1枚引く。 / 【アタック強化】次のアタックのダメージ+30。"
"BP01","BP01-067/100","いつも安全運転","memoria","完全対応","low","play_draw_2","プレイ時2ドローを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-067","https://assets.xross-stars.com/card/BP01/BP01-067_35e8485a1adada80471719674ac3825b.png","ready","ready","【プレイ時】カードを2枚引く。"
"BP01","BP01-069/100","運もミスもない","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-069","https://assets.xross-stars.com/card/BP01/BP01-069_fe368ae9f6bd1a4ed0178ff5a6fab038.png","ready","ready","【プレイ時】自分のデッキの上から1枚を見る。そのカードをトラッシュに置いてもよい。 / 【アタック強化】次のアタックのダメージ+10。"
"BP01","BP01-070/100","BEAUTY SALON -HANABUSA-","memoria","完全対応","low","play_direct_damage_20","プレイ時の単体20ダメージを実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-070","https://assets.xross-stars.com/card/BP01/BP01-070_98e337bf4eeb00bb7bb771fe3fd0f7bd.png","ready","ready","【プレイ時】対戦相手のリーダー1体に20ダメージ。"
"BP01","BP01-071/100","先導者の証","memoria","完全対応","low","play_turn_attack_buff_30","ターン中全体+30を実装済み / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-071","https://assets.xross-stars.com/card/BP01/BP01-071_a8e14ea44dc581666b726d0d40599492.png","ready","ready","【プレイ時】このターン、自分のリーダーすべての攻撃力を+30する。"
"BP01","BP01-072/100","花火づくり","memoria","完全対応","low","manual_card_override","個別実装済みカードとして監査レポートへ反映 / 正規イラスト表示UI確認済み","https://xross-stars.com/card/1-072","https://assets.xross-stars.com/card/BP01/BP01-072_2e50e944d76a2d418cba187868b09564.png","ready","ready","【プレイ時】カードを2枚引き、手札を2枚捨てる。 / 【アタック強化】次のアタックのダメージ+30。"
